FWER,type,rho,cutoff
0.00515,Algo1 w1,0.981,0.003125
0.02055,Algo1 w2,0.981,0.013627154719940606
0.0223,Algo1 w2 prime,0.981,0.01462773018631973
0.00881,Algo2 w1,0.981,0.0055333702118528115
0.02116,Algo2 w2,0.981,0.013970968066674763
0.02234,Algo2 w2 prime,0.981,0.014648629320021214
0.00528,Algo1 w1,0.982,0.003125
0.02251,Algo1 w2,0.982,0.013893957946074204
0.02413,Algo1 w2 prime,0.982,0.01492341340263842
0.0095,Algo2 w1,0.982,0.00554713152739466
0.02291,Algo2 w2,0.982,0.014243794911297807
0.02417,Algo2 w2 prime,0.982,0.014944659677313421
0.00513,Algo1 w1,0.983,0.003125
0.02242,Algo1 w2,0.983,0.014179646820697705
0.02395,Algo1 w2 prime,0.983,0.015239835080852955
0.00906,Algo2 w1,0.983,0.005561292790047116
0.02302,Algo2 w2,0.983,0.014535780048546621
0.024,Algo2 w2 prime,0.983,0.015261437650079542
0.00507,Algo1 w1,0.984,0.003125
0.02194,Algo1 w2,0.984,0.014486682712270438
0.02361,Algo1 w2 prime,0.984,0.015579659095312205
0.00862,Algo2 w1,0.984,0.005575889494927063
0.02244,Algo2 w2,0.984,0.014849406330697956
0.0237,Algo2 w2 prime,0.984,0.015601626796412109
0.00483,Algo1 w1,0.985,0.003125
0.02182,Algo1 w2,0.985,0.014818017160158929
0.02341,Algo1 w2 prime,0.985,0.015946071629783787
0.00835,Algo2 w1,0.985,0.005590962768874587
0.02231,Algo2 w2,0.985,0.015187648867213344
0.02347,Algo2 w2 prime,0.985,0.015968412694926507
0.00505,Algo1 w1,0.986,0.003125
0.02263,Algo1 w2,0.986,0.015177228272864208
0.02444,Algo1 w2 prime,0.986,0.016342924280218565
0.00868,Algo2 w1,0.986,0.005606560708949721
0.02317,Algo2 w2,0.986,0.0155541114912927
0.02447,Algo2 w2 prime,0.986,0.01636564740139024
0.00462,Algo1 w1,0.987,0.003125
0.02292,Algo1 w2,0.987,0.015568706282303044
0.02464,Algo1 w2 prime,0.987,0.01677493074845889
0.00839,Algo2 w1,0.987,0.005622740109362806
0.02354,Algo2 w2,0.987,0.01595321349916819
0.02468,Algo2 w2 prime,0.987,0.016798038565455163
0.00473,Algo1 w1,0.988,0.003125
0.02313,Algo1 w2,0.988,0.01599791962686666
0.02476,Algo1 w2 prime,0.988,0.017247932641587173
0.00853,Algo2 w1,0.988,0.005639569067242983
0.02366,Algo2 w2,0.988,0.016390450529412695
0.02481,Algo2 w2 prime,0.988,0.017271427783838073
0.00466,Algo1 w1,0.989,0.003125
0.02377,Algo1 w2,0.989,0.016471781947648843
0.02568,Algo1 w2 prime,0.989,0.017769293603304422
0.0085,Algo2 w1,0.989,0.005657130022056058
0.02437,Algo2 w2,0.989,0.016872767869882465
0.02572,Algo2 w2 prime,0.989,0.01779317909385334
0.00419,Algo1 w1,0.99,0.003125
0.02366,Algo1 w2,0.99,0.01699920711023941
0.02552,Algo1 w2 prime,0.99,0.01834846806601114
0.00778,Algo2 w1,0.99,0.005675524676729321
0.02423,Algo2 w2,0.99,0.017409109005508277
0.02554,Algo2 w2 prime,0.99,0.018372735260999577
0.00453,Algo1 w1,0.991,0.003125
0.0243,Algo1 w2,0.991,0.017591945127492344
0.02621,Algo1 w2 prime,0.991,0.018997847310528455
0.00801,Algo2 w1,0.991,0.0056948808855856155
0.0249,Algo2 w2,0.991,0.018011248886537507
0.02625,Algo2 w2 prime,0.991,0.019022480500880682
0.00427,Algo1 w1,0.992,0.003125
0.02516,Algo1 w2,0.992,0.018265904102069682
0.026950000000000002,Algo1 w2 prime,0.992,0.01973411057298286
0.00796,Algo2 w1,0.992,0.005715363173625035
0.02579,Algo2 w2,0.992,0.018695103994417126
0.026950000000000002,Algo2 w2 prime,0.992,0.019759079798988912
0.00394,Algo1 w1,0.993,0.003125
0.02517,Algo1 w2,0.993,0.019043337414583278
0.02709,Algo1 w2 prime,0.993,0.020580428175392972
0.00751,Algo2 w1,0.993,0.005737189414996053
0.02581,Algo2 w2,0.993,0.019482920189421882
0.02715,Algo2 w2 prime,0.993,0.020605684623840048
0.00396,Algo1 w1,0.994,0.003125
0.02676,Algo1 w2,0.994,0.01995667696481995
0.02876,Algo1 w2 prime,0.994,0.021570294138119898
0.00765,Algo2 w1,0.994,0.0057606587626178925
0.02739,Algo2 w2,0.994,0.020407048279319245
0.02882,Algo2 w2 prime,0.994,0.021595743089385305
0.00374,Algo1 w1,0.995,0.003125
0.02671,Algo1 w2,0.995,0.02105576206572741
0.02856,Algo1 w2 prime,0.995,0.022754654860268623
0.0073,Algo2 w1,0.995,0.0057862017784245596
0.02723,Algo2 w2,0.995,0.021517112131649054
0.0286,Algo2 w2 prime,0.995,0.022780147973124346
0.00368,Algo1 w1,0.996,0.003125
0.02728,Algo1 w2,0.996,0.022422861617519947
0.02946,Algo1 w2 prime,0.996,0.024216599995611182
0.007,Algo2 w1,0.996,0.005814479094302143
0.02779,Algo2 w2,0.996,0.022894837434970304
0.02949,Algo2 w2 prime,0.996,0.024241870774504324
0.00371,Algo1 w1,0.997,0.003125
0.02898,Algo1 w2,0.997,0.024208440753359397
0.03145,Algo1 w2 prime,0.997,0.026105685650257827
0.00722,Algo2 w1,0.997,0.005846602478470455
0.02954,Algo2 w2,0.997,0.0246892800515566
0.03146,Algo2 w2 prime,0.997,0.026130237697633278
0.00332,Algo1 w1,0.998,0.003125
0.0306,Algo1 w2,0.998,0.026736024188590713
0.03282,Algo1 w2 prime,0.998,0.028736600277115477
0.0065,Algo2 w1,0.998,0.005884739072230217
0.0311,Algo2 w2,0.998,0.027219797250088166
0.03284,Algo2 w2 prime,0.998,0.02875944748630561
0.00358,Algo1 w1,0.999,0.003125
0.03428,Algo1 w2,0.999,0.030951093681740215
0.0367,Algo1 w2 prime,0.999,0.03299964842881194
0.00665,Algo2 w1,0.999,0.005934482070313357
0.0348,Algo2 w2,0.999,0.03141502255625782
0.03672,Algo2 w2 prime,0.999,0.03301809339220439
